ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,revenue,profit_margin
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,479.988,-80.0
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,27.168,10.0
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,2.2,44.0
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,622.45,22.0
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,21.98,1.0
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,161.568,-17.5
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,389.696,11.25
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,18.648,-66.67
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,233.86,-43.64
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,620.6145,-40.0
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,5.328,-66.67
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,258.072,0.0
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,617.976,-1.25
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,10.56,45.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,25.92,36.25
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,419.68,-85.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,11.688,-40.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,31.984,35.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513,177.225,-68.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,4.044,-70.0
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,7.408,16.25
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,2001.86,29.0
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,166.72,25.0
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,47.88,50.0
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,1503.25,33.0
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,25.92,48.0
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,321.568,8.75
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,7.61,47.0
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003,3347.37,19.0
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,80.58,28.0
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,361.92,45.0
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,12.132,-70.0
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,82.368,-23.75
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,53.92,7.5
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,647.904,8.75
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,20.37,34.0
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,221.55,3.0
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,17.52,35.0
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,1.624,-275.0
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,3059.982,-16.67
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,2519.958,-10.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,328.224,8.75
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,79.9,44.0
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,14.016,33.75
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,7.56,4.0
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,37.208,-20.0
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,57.576,37.5
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.0,210.4936,725.84,29.0
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692,209.93,44.0
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.0,2.3232,5.28,44.0
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,10.92,37.5
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.0,4.0572,8.82,46.0
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.0,1.5548,5.98,26.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768,11.648,35.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072,18.176,32.5
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712,59.712,10.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694,24.84,35.0
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,2.08,-165.0
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11,1114.4,33.75
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,51.942,1038.84,5.0
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.2,47.844,141.76,33.75
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,239.8,20.0
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864,31.104,35.0
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372,254.058,-66.67
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316,194.528,12.5
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,961.48,-21.25
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,19.096,35.0
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.2424,18.496,33.75
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.3966,255.984,21.25
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,86.97,-56.0
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.8592,300.416,26.25
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.1558,230.352,8.75
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,218.352,-11.25
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.7,-62.88,78.6,-80.0
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,27.552,33.75
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.0,15.552,32.4,48.0
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,1082.48,1.0
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.0,27.3168,56.91,48.0
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0.0,38.024,77.6,49.0
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1,0.0,6.5688,14.28,46.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.075,3,0.5,-131.445,219.075,-60.0
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.8,2,0.0,12.864,26.8,48.0
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3,0.0,2.8536,9.84,29.0
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3,0.0,20.9208,45.48,46.0
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.2,6,0.0,83.868,289.2,29.0
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1,0.0,2.0049,4.89,41.0
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.136,4,0.2,3.5948,15.136,23.75
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.768,2,0.2,52.5114,466.768,11.25
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.232,1,0.2,1.7136,15.232,11.25
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.264,3,0.2,2.0358,6.264,32.5
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3,0.0,37.6422,87.54,43.0
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.384,2,0.2,22.298,178.384,12.5
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.552,3,0.2,5.4432,15.552,35.0
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.136,4,0.2,8.6744,99.136,8.75
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.882,1,0.1,24.1568,135.882,17.78
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3991.98,2,0.0,1995.99,3991.98,50.0
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.94,6,0.0,80.0226,275.94,29.0
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360.0,4,0.0,129.6,360.0,36.0
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.57,1,0.0,13.071,43.57,30.0
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2,0.0,3.58,7.16,50.0
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,251.52,6,0.2,81.744,251.52,32.5
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,99.99,1,0.0,34.9965,99.99,35.0
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.992,1,0.2,0.9995,15.992,6.25
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.898,3,0.4,-67.8762,290.898,-23.33
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.224,2,0.2,3.389,54.224,6.25
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.744,4,0.3,-258.5016,786.744,-32.86
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10,0.2,33.831,100.24,33.75
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,37.764,6,0.7,-27.6936,37.764,-73.33
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.8,2,0.4,-20.7,82.8,-25.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,20.724,2,0.7,-13.816,20.724,-66.67
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,4.896,-70.0
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,4.752,1,0.2,1.6038,4.752,33.75
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,959.984,2,0.2,335.9944,959.984,35.0
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,14.368,4,0.2,4.49,14.368,31.25
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,7.712,2,0.2,2.7956,7.712,36.25
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,698.352,3,0.2,-17.4588,698.352,-2.5
Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312,4.96,47.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.856,4,0.2,1.116,17.856,6.25
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,509.97,10,0.7,-407.976,509.97,-80.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724,30.992,32.5
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.928,12,0.4,8.3916,71.928,11.67
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,88.8,-2.5
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,47.976,3,0.2,4.7976,47.976,10.0
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,7.56,3,0.0,3.0996,7.56,41.0
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,24.56,2,0.0,11.5432,24.56,47.0
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,12.96,2,0.0,4.1472,12.96,32.0
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,6.79,1,0.0,2.3086,6.79,34.0
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,24.56,2,0.0,11.5432,24.56,47.0
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,3.048,1,0.2,1.0668,3.048,35.0
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,49.12,4,0.0,23.0864,49.12,47.0
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296,4355.168,32.5
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,388.704,6,0.2,-4.8588,388.704,-1.25
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,8.26,2,0.0,3.7996,8.26,46.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.04,4,0.0,6.9864,17.04,41.0
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,34.4,5,0.0,15.824,34.4,46.0
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,36.24,5,0.2,11.325,36.24,31.25
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,647.84,8,0.0,168.4384,647.84,26.0
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,20.7,2,0.0,9.936,20.7,48.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,20.7,2,0.0,9.936,20.7,48.0
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,488.646,3,0.1,86.8704,488.646,17.78
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,5.56,2,0.0,1.4456,5.56,26.0
